Time [HH:MM:SS],H [deg],V [deg],D [mm]
17:08:29.665943199,49.4692481061877,89.707829659519,20122.6645124323
17:08:29.675943199,49.4726394142285,89.7072964628281,20128.9950359388
17:08:29.685942900,49.472603409204,89.7081032481917,20132.7475873191
17:08:29.695943400,49.4761832240495,89.705243769968,20138.6476363077
17:08:29.705943400,49.4804100240173,89.7073030919096,20137.6675688007
17:08:29.715943099,49.4816408310902,89.7057251827173,20140.4022496894
17:08:29.725943300,49.4850067461067,89.7073008565174,20149.5960789538
17:08:29.735943300,49.4850384947632,89.7080380542523,20155.5594111138
17:08:29.745943099,49.488567146886,89.7077832366098,20157.5027142444
17:08:29.755943599,49.4895020369543,89.7064755465161,20168.431843246
17:08:29.765943300,49.4900352325131,89.7053401986137,20169.7749884278
17:08:29.775943300,49.4908505295878,89.7042718249742,20174.9787735025
17:08:29.785943000,49.4884397985482,89.707357101575,20172.3633588267
17:08:29.795943499,49.4885514393679,89.7092288775806,20183.5510286887
17:08:29.805943300,49.4876352484824,89.707563811817,20179.5137620193
17:08:29.815943300,49.4885076016434,89.70702911656,20191.3660285842
17:08:29.825943499,49.4888122033735,89.7092698086951,20196.7200496785
17:08:29.835943199,49.4893042833464,89.7103472177841,20200.6441453225
17:08:29.845943199,49.4890807001049,89.708295567689,20204.9191522457
17:08:29.855943000,49.4878593364654,89.7094498893059,20208.4717148668
17:08:29.865943499,49.4858980342207,89.7080036890802,20218.5324751304
17:08:29.875943199,49.4861716992093,89.7085311023223,20215.9033156676
17:08:29.885943199,49.485516909279,89.708729363744,20226.5531090307
17:08:29.895943700,49.4848482966496,89.7113213826151,20223.5155419496
17:08:29.905943400,49.4831371575603,89.7111379925363,20230.7751763641
17:08:29.915943199,49.4824015761529,89.7118312797927,20238.2233202427
17:08:29.925943199,49.4773345256575,89.7100550651214,20241.7730152678
17:08:29.935943400,49.4775080501314,89.7109047576257,20244.0769039126
17:08:29.945943099,49.4742577184859,89.7116398450234,20246.7554141387
17:08:29.955943099,49.4720339524306,89.7123348260837,20253.9329468562
17:08:29.965943599,49.4683076858486,89.7098776074567,20262.3171376201
17:08:29.975943300,49.46480548594,89.7128040157439,20265.4407770272
17:08:29.985943099,49.461644658401,89.7109076495592,20263.781610217
17:08:29.995943099,49.458460850274,89.7122062430025,20269.4963657054
17:08:30.005943599,49.4517152661329,89.7089106271193,20278.6902481186
17:08:30.015943300,49.4490568154569,89.7131347081134,20277.7137039775
17:08:30.025943099,49.4480402582565,89.7109582443645,20282.2936408439
17:08:30.035943499,49.4426729332432,89.7108473179581,20290.2002282005
17:08:30.045943300,49.440739926003,89.7127590983069,20295.6025916842
17:08:30.055943300,49.4352879514218,89.7098632570428,20300.0327418205
17:08:30.065943000,49.433039767763,89.7132424755543,20300.473482985
17:08:30.075943499,49.4284379274368,89.7139283288596,20303.8060025752
17:08:30.085943199,49.4234497278085,89.7148866346089,20306.2952991437
17:08:30.095943199,49.4186057666853,89.7129912544996,20311.3482546123
17:08:30.105943499,49.4147755365545,89.7130700681126,20314.0629791341
17:08:30.115943499,49.406503617078,89.7123317372592,20319.0246441445
17:08:30.125943199,49.4006140941744,89.712851040474,20323.8486779886
17:08:30.135943000,49.3969515194964,89.7121420093603,20327.4598646717
17:08:30.145943400,49.3903509438462,89.7120817353151,20332.4679636805
17:08:30.155943199,49.3870642370068,89.7112011311093,20336.4230929485
17:08:30.165943199,49.3786399442146,89.710559896118,20341.1492336573
17:08:30.175943599,49.3739138012258,89.7121427239124,20347.7747249893
17:08:30.185943400,49.3667598141105,89.7098777390106,20349.7059876256
17:08:30.195943099,49.3628084662155,89.7118257665168,20353.73585654
17:08:30.205943099,49.3553730957575,89.7119394218669,20357.8346868763
17:08:30.215943400,49.3494579676415,89.7138547816901,20358.331158286
17:08:30.225943300,49.3425392329281,89.7127388976661,20365.5581628128
17:08:30.235943099,49.3361523327358,89.7113454498906,20367.164185047
17:08:30.245943599,49.3275042978246,89.7109475293782,20371.669870291
17:08:30.255943300,49.3184592265922,89.7123548351143,20379.3405588498
17:08:30.265943099,49.3107321380217,89.7113353528419,20377.1201785452
17:08:30.275943099,49.3020212757919,89.7133059118966,20381.4655791326
17:08:30.285943499,49.2930497715331,89.7144555207155,20387.0659839083
17:08:30.295943300,49.2844861444187,89.7113454938191,20394.2493492344
17:08:30.305943000,49.2787888074753,89.7123592590239,20399.0653027864
17:08:30.315943499,49.2709895279871,89.7106503639945,20396.9136605335
17:08:30.325943199,49.2640514166826,89.7131071097037,20399.6961848269
17:08:30.335943199,49.2558770359787,89.7125782581875,20408.1695974084
17:08:30.345943000,49.2468729497514,89.7124211472513,20404.1795647453
17:08:30.355943499,49.2397115032186,89.7148477803138,20408.9721379152
17:08:30.365943199,49.2300762596401,89.7113745002953,20414.6883763828
